name,sqm,year_built,Price(EGP),Price/Sqm,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,LowFloor,MidFloor,FloorNumber,BuildingNumber,UnitNumber,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_0,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_0,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Cairo,city_Mansoura,city_Mersa Matruh,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,governorate_Alexandria,governorate_Cairo,governorate_Dakahlia,governorate_Matrouh,propertyCategory_Commercial,propertyCategory_Residential,propertySubType_Apartment (Residential - Multi-Story Units),propertySubType_Office,propertySubType_Others(very rare),propertySubType_Residential - Attached Houses,propertySubType_Retail,Is sqm outlier,Is Price/Sqm outlier,Is Price(EGP) outlier,Is BuildingNumber outlier,Is FloorNumber outlier,Is UnitNumber outlier,log(sqm),log(price),log(price/sqm)
Downtown Extension,173.0,2022,8484000,49040.4624,1,1,0,1,1,0,0,1,5,12,12,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.153291594497779,15.95369259466671,10.800400999603161
Downtown Extension,163.0,2022,7603000,46644.1718,1,1,0,1,1,0,1,0,2,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.093750200806762,15.844053464210573,10.750303263851004
Latin City,143.0,2022,8084000,56531.4685,1,1,0,0,1,0,1,0,1,407,407,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,4.962844630259907,15.905397357505649,10.942552726689087
Downtown Extension,172.94,2022,8216000,47507.8062,1,1,0,0,1,0,0,1,4,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.152944713532285,15.921594030590532,10.768649317572853
Mazarine Apartment,247.0,2025,12567000,50878.5425,1,1,0,0,0,0,1,0,0,15,1512,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5093883366279774,16.34658488859728,10.83719655177037
Mazarine Apartment,242.44,2022,9835000,40566.7382,0,1,0,1,1,0,0,1,5,23,2341,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.4907542570830845,16.101458009805295,10.610703753658461
Al Fustat,158.34,2025,4065000,25672.6033,1,1,0,1,0,0,1,0,2,66,66,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,5.064744619743288,15.217924300964048,10.153179682825188
Alamain (Latin District),125.34,2025,3674000,29312.2706,1,1,0,0,1,0,0,1,4,21,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.831030044796529,15.116791544757207,10.285761499145218
Beachfront Tower - B1,319.0,2025,45783000,143520.3762,0,0,0,0,1,1,0,0,20,1,1205,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.765191102784844,17.639423401141123,11.874232298526646
Mazarine Apartment,261.61,2022,25462000,97328.0838,1,1,0,1,1,1,0,0,8,18,181,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,5.566854845152132,17.052697702603727,11.485842857566197
Mazarine,296.0,2025,18212000,61527.027,1,1,0,1,0,0,1,0,0,20,206,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,5.69035945432406,16.71759127543681,11.027231820673478
Mazarine Apartment,247.0,2022,13116000,53101.2146,0,1,0,1,1,0,0,1,5,85,8542,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.5093883366279774,16.389343416946677,10.879955080791404
Latin City,233.0,2022,7983000,34261.8026,0,1,0,1,1,0,1,0,1,6,620104,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.4510384535657,15.892824838627936,10.44178638578878
Alamain (Latin District),239.22,2025,5762000,24086.6148,1,1,0,0,1,0,0,1,4,12,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.477383630621318,15.56679519462661,10.089411562696025
Latin City,202.0,2025,10828000,53603.9604,0,1,0,0,1,0,0,1,5,401,401510,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.308267697401205,16.19764592971633,10.889378232389006
Mazarine Apartment,265.27,2022,22680000,85497.7947,1,1,0,1,1,0,0,1,5,17,171,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.580748175217117,16.936994036823826,11.35624586160975
Zahya,504.0,2024,10887000,21601.1905,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.222576268071369,16.203079974863318,9.980503707894181
Central,153.97,2025,32156000,208845.8791,1,1,0,1,0,0,1,0,2,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.036757778241827,17.28610961642999,12.249351838344493
Central,176.52,2025,36036000,204146.8389,1,1,0,1,0,0,0,1,3,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.173434184401347,17.400028996753466,12.226594812425049
Alamain (Latin District),239.22,2025,5762000,24086.6148,1,1,0,0,1,0,0,1,6,12,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.477383630621318,15.56679519462661,10.089411562696025
Zahya,392.0,2024,10170000,25943.8776,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,5.971261839790462,16.134952768024743,10.163690930122186
Jade Park,329.0,2025,12824000,38978.7234,1,0,1,1,0,0,0,1,7,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.796057750765372,16.366828973271527,10.570771222396983
Alamain (Latin District),156.96,2025,4788000,30504.5872,1,1,0,0,1,0,1,0,1,7,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.055990995817053,15.381623345660001,10.325632351286558
Latin City,198.0,2025,9992000,50464.6465,0,1,0,0,1,0,0,1,4,3,306411,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.288267030694535,16.117295330787552,10.829028300793576
Alamain (Latin District),92.86,2025,5764000,62071.9362,1,1,0,0,1,0,0,1,3,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.56714223610155,11.036049252734617
Zahya,410.0,2024,10583000,25812.1951,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.17475949807586,10.158602337527087
Alamain (Latin District),228.7,2025,12290000,53738.5221,1,1,0,0,1,0,0,1,6,3,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.432411101028736,16.324296481542216,10.89188538086092
Mazarine Commercial,168.0,2025,16994000,101154.7619,1,1,0,0,1,0,1,0,1,3,312,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.123963979403259,16.648370898545625,11.52440691909529
PODIA,54.0,2025,16037000,296981.4815,0,1,1,0,1,0,1,0,0,7,64,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.9889840465642745,16.590409110490945,12.601425063989026
Central,129.99,2025,29193000,224578.8138,1,1,0,1,0,0,1,0,2,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,4.867457524419928,17.189439512472237,12.321981988253109
AlMaqsad Park,155.0,2025,4807000,31012.9032,1,1,0,0,1,0,0,1,7,30,3072,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.043425116919247,15.385583746876097,10.34215862912473
Latin City,215.0,2025,11717000,54497.6744,0,1,0,0,1,0,1,0,2,415,415202,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.3706380281276624,16.276551336650293,10.905913308181246
New Garden City,163.0,2025,6781000,41601.227,1,1,0,0,0,0,0,1,7,722,72279,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.093750200806762,15.729635141665979,10.635884941006688
Mazarine Apartment,238.0,2022,17570000,73823.5294,1,1,0,1,1,0,1,0,1,7,722,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.472270673671475,16.68170346016328,11.209432786332442
Alamain (Latin District),121.69,2025,3026000,24866.464,1,1,0,0,1,0,0,1,5,21,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.801476827348709,14.922752173330439,10.121275347356482
Alamain (Latin District),208.69,2025,7385000,35387.4167,1,1,0,0,1,0,1,0,1,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3408498972667395,15.814961473947617,10.474111575478847
Alamain (Latin District),92.86,2025,6559000,70633.2113,1,1,0,0,1,0,0,1,7,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.696348710275872,11.165255727885041
PODIA,73.0,2025,9819000,134506.8493,0,1,1,0,1,1,0,0,9,7,904,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.290459441148391,16.099829842151426,11.809370400891009
Alamain (Latin District),236.22,2025,7556000,31987.1306,1,1,0,0,1,0,0,1,4,4,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.464763574183701,15.837852507603538,10.373088932140323
Latin City,235.0,2025,11710000,49829.7872,0,1,0,0,1,0,1,0,1,3,303103,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.459585514144159,16.2759537355739,10.816368220746565
Alamain (Latin District),92.86,2025,2073000,22323.9285,1,1,0,0,1,0,0,1,5,18,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.544507391417916,10.013414409072162
Latin City,231.0,2022,7536000,32623.3766,1,1,0,1,1,0,0,1,5,6,660704,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.442417710521793,15.835202095238335,10.392784383999983
Maspero Business Tower Nile Heights,184.0,2023,11395000,61929.3478,1,1,0,0,1,1,0,0,8,8,802,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.214935757608986,16.248685220661923,11.033749462631699
Alamain (Latin District),92.86,2025,7180000,77320.6978,1,1,0,0,1,0,0,1,5,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.786809941024407,11.25571695811341
Alamain (Latin District),240.81,2025,12341000,51247.8718,1,1,0,0,1,0,0,1,7,6,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.484008240811595,16.32843761043532,10.844429370284773
Downtown Extension,173.0,2022,8370000,48381.5029,1,1,0,1,1,0,1,0,2,9,9,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.153291594497779,15.940164442465658,10.786872848170985
Maspero mall,436.0,2023,78947000,181071.1009,1,1,0,0,1,0,1,0,0,18,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,True,True,False,False,False,6.077642243349034,18.18428729921058,12.106645055765277
Blu Vert,224.0,2025,28631000,127816.9643,1,1,0,0,1,0,1,0,0,27,27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,True,True,False,False,False,5.4116460518550396,17.1700006048611,11.75835455311783
Maspero Business Tower Nile Heights,176.0,2025,11395000,64744.3182,1,1,0,0,1,0,0,1,5,5,506,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.170483995038151,16.248685220661923,11.078201225904595
Blu Vert,224.0,2025,19650000,87723.2143,1,1,0,0,1,0,1,0,0,30,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.4116460518550396,16.793587896279544,11.381941844587354
Alamain (Latin District),205.0,2025,10507000,51253.6585,1,1,0,0,1,0,0,1,4,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3230099791384085,16.167552259670913,10.844542279818695
Beachfront Tower - B1,310.0,2025,45750000,147580.6452,0,0,0,0,1,0,1,0,2,1,1025,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,False,False,5.736572297479192,17.638702349685804,11.902130052468907
Latin City,239.0,2022,7181000,30046.0251,1,1,0,1,1,0,1,0,0,6,665304,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.476463551931511,15.786949207092455,10.310485655007762
Latin City,180.0,2022,10537000,58538.8889,0,1,0,1,1,0,1,0,0,425,425,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,5.19295685089021,16.170403430581665,10.977446579881262
PODIA,71.0,2025,9292000,130873.2394,0,1,1,0,1,0,0,1,7,7,716,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.2626798770413155,16.044664372872436,11.781984495551312
Alamain (Latin District),205.0,2025,10507000,51253.6585,1,1,0,0,1,0,0,1,5,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3230099791384085,16.167552259670913,10.844542279818695
Zahya,360.0,2025,10079000,27997.2222,1,1,0,1,0,0,1,0,0,209,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,True,False,False,5.886104031450156,16.125964609337014,10.239860577093129
Jade Park,220.0,2025,7868000,35763.6364,1,0,1,1,0,0,0,1,7,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.393627546352362,15.878314458491086,10.484686913155501
Alamain (Latin District),232.63,2025,7441000,31986.4162,1,1,0,0,1,0,1,0,1,6,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.449449208551952,15.822515806379398,10.373066597908887
Downtown Extension,172.91,2022,8676000,50176.3923,1,1,0,1,1,0,0,1,5,11,11,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.152771227916698,15.976071150928902,10.82329992215847
Alamain (Latin District),218.4,2025,6987000,31991.7582,1,1,0,0,1,0,1,0,0,1,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.38632824387075,15.759561837534587,10.373233592358556
Latin City,207.0,2022,6863000,33154.5894,0,1,0,1,1,0,1,0,0,6,619104,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,15.741655221890772,10.408936429470515
Central,188.38,2025,40102000,212878.2249,1,1,0,1,0,0,0,1,6,10,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.2384611993946715,17.506936766344786,12.268475567116242
Alamain (Latin District),113.23,2025,5327000,47045.8359,1,1,0,0,1,0,0,1,6,6,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.729421148325948,15.488298785899136,10.758877637377394
Latin City,235.0,2025,12346000,52536.1702,0,1,0,0,1,0,0,1,4,3,303404,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.459585514144159,16.328842681935978,10.869257167548826
Al Fustat,166.16,2025,4457000,26823.5436,1,1,0,1,0,0,0,1,5,30,30,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.112951179567857,15.309986451928692,10.197035273387536
Zahya,459.0,2024,12493000,27217.8649,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.129050210060545,16.340679045413967,10.211628834480933
Jade Park,259.0,2025,9356000,36123.5521,1,0,1,1,0,0,0,1,3,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.556828061699537,16.051528406686206,10.494700344334682
Al Fustat,124.69,2025,3326000,26674.1519,1,1,0,1,0,0,1,0,0,12,12,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.825830657008495,15.01728093873501,10.191450281850088
Latin City,134.0,2025,7967000,59455.2239,0,1,0,0,1,0,0,1,5,3,301508,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,4.897839799950911,15.890818568362503,10.992978768737938
Alamain (Latin District),229.35,2025,7063000,30795.7271,1,1,0,0,1,0,0,1,6,13,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.435249221043181,15.770380448391059,10.335131228818216
Central,217.17,2025,41470000,190956.3936,1,1,0,1,0,0,0,1,4,10,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.38068045697316,17.540480832222563,12.159800375203877
Central,176.52,2025,17350000,98289.1457,1,1,0,1,0,0,1,0,2,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,5.173434184401347,16.66910306435714,11.495668879896083
Beachfront Tower - B1,319.0,2025,56245000,176316.6144,0,0,0,0,1,1,0,0,21,1,1218,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.765191102784844,17.845227706209062,12.08003660331043
AlMaqsad Park,155.0,2025,4945000,31903.2258,1,1,0,0,1,0,0,1,6,13,1362,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.043425116919247,15.41388752303895,10.370462405917479
Mazarine Commercial,217.0,2025,24308000,112018.4332,1,1,0,0,1,0,1,0,1,5,513,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,True,False,False,False,5.37989735354046,17.006316072237382,11.626418718877934
Alamain (Latin District),92.86,2025,6827000,73519.2763,1,1,0,0,1,0,0,1,7,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.736395896400417,11.205302913401143
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,1,0,1,11,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
AlMaqsad Park,156.0,2025,5071000,32506.4103,1,1,0,0,1,0,0,1,3,13,1333,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.049856007249537,15.439048594777157,10.389192588868578
PODIA,91.5,2025,29329000,320535.5191,0,1,1,0,1,0,1,0,2,7,256,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,True,False,False,False,4.516338972281476,17.194087345588894,12.677748373227294
Alamain (Latin District),206.0,2025,11071000,53742.7184,1,1,1,0,0,0,0,1,5,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.327876168789581,16.219839634841605,10.891963465184892
VALORY,45.0,2025,12806640,284592.0,0,1,1,0,1,1,0,0,37,7,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,True,False,3.8066624897703196,16.36547434438558,12.558811854615259
Alamain (Latin District),92.86,2025,6481000,69793.2371,1,1,0,0,1,0,0,1,3,6,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.684385377409853,11.153292394371542
PODIA,61.0,2025,19237000,315360.6557,0,1,1,0,1,0,1,0,1,7,121,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.110873864173311,16.772346065888318,12.661472201595446
Alamain (Latin District),214.43,2025,11523000,53737.8165,1,1,0,0,1,0,1,0,2,6,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.367983344781139,16.25985559599615,10.891872250528992
Alamain (Latin District),214.62,2025,5998000,27947.0692,1,1,0,0,1,0,1,0,2,10,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3688690224989815,15.606936638291092,10.238067614408983
New Garden City,177.0,2025,8455000,47768.3616,1,1,1,0,0,0,1,0,0,645,645,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,False,5.176149732573829,15.950268540314818,10.774118808119463
T- Residences,130.0,2024,2945154,22655.0308,1,1,0,0,0,0,0,1,6,12,61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.867534450455582,14.895671665721018,10.028137216623598
Downtown commercial,224.0,2025,22118000,98741.0714,1,1,0,0,1,0,1,0,0,4,418,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,5.4116460518550396,16.911902314617443,11.500256262473046
Alamain (Latin District),230.55,2025,7444000,32288.0069,1,1,0,0,1,0,0,1,3,13,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.440467758652715,15.822918896744278,10.382451136854998
Alamain (Latin District),212.03,2025,11394000,53737.6786,1,1,1,0,0,0,0,1,6,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.356727774094459,16.248597459022477,10.891869684362634
Alamain (Latin District),92.86,2025,2642000,28451.4323,1,1,0,0,1,0,0,1,7,18,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.787046764064408,10.25595378275121
Alamain (Latin District),92.86,2025,2697000,29043.7217,1,1,0,0,1,0,0,1,5,21,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.807650602121868,10.276557618440732
